,index,cap-diameter,stem-height,stem-width,edible-poisonous_new,does-bruise-or-bleed_new,has-ring_new,cap-shape_new,gill-attachment_new,ring-type_new,habitat_new,cap-color_new,gill-color_new,stem-color_new,season_new
362,362,2.81,8.59,2.72,1,0,0,6,0,1,0,5,10,6,2
363,363,7.48,4.51,13.38,1,1,0,5,1,1,0,8,10,3,2
364,364,3.06,3.77,3.34,1,0,1,2,2,0,4,5,5,11,0
365,365,4.11,7.31,3.6,1,0,0,6,6,1,0,5,7,6,0
366,366,1.3,5.82,1.07,0,1,0,2,0,1,0,5,7,6,2
367,367,5.51,4.48,10.79,0,0,0,6,0,1,0,11,11,11,2
368,368,1.02,3.79,2.52,1,0,1,0,5,1,1,11,4,6,0
369,369,7.18,7.2,13.63,1,1,0,1,6,1,0,11,7,11,0
370,370,6.11,6.84,13.26,1,1,0,1,6,1,0,10,7,11,2
371,371,8.89,5.65,19.85,0,0,0,2,6,1,0,9,5,11,2
372,372,3.91,5.46,4.54,1,0,0,2,6,1,3,11,11,12,2
373,373,7.15,6.42,17.69,1,0,0,5,6,1,0,11,11,12,0
374,374,2.74,5.78,4.1,0,0,0,6,5,1,0,9,10,11,0
375,375,7.09,6.87,13.75,0,0,1,6,4,1,0,11,11,12,0
376,376,6.41,7.52,13.09,1,1,0,1,6,1,0,11,8,11,2
377,377,8.72,7.02,13.59,0,0,1,6,4,1,0,11,11,12,0
378,378,1.48,2.04,2.47,1,0,0,6,1,1,0,5,5,6,2
379,379,4.02,5.02,3.27,0,0,0,0,6,1,1,5,10,12,0
380,380,7.78,6.09,13.63,0,0,0,4,0,1,1,5,10,11,0
381,381,0.55,3.64,0.74,1,0,0,6,5,1,0,11,11,11,2
382,382,4.91,4.66,12.23,1,0,0,2,5,1,0,11,11,12,0
383,383,2.35,3.2,15.88,1,0,0,3,3,1,0,3,2,3,2
384,384,5.76,6.46,7.39,1,0,0,1,0,1,0,11,8,11,2
385,385,8.64,6.71,17.66,0,0,0,2,6,1,0,1,10,11,0
386,386,8.95,10.53,14.75,1,0,1,6,6,2,0,8,10,11,2
387,387,8.13,8.9,14.61,1,0,0,6,0,1,2,5,5,6,0
388,388,3.31,3.97,2.6,1,0,0,6,1,1,1,10,10,11,0
389,389,6.96,5.78,8.99,1,1,0,5,1,1,0,1,10,6,0
390,390,3.13,6.41,4.85,0,0,0,6,5,1,0,0,9,11,2
391,391,3.16,4.38,3.05,1,0,0,5,0,1,1,10,10,11,0
392,392,0.78,3.7,0.82,1,0,0,6,6,1,0,6,11,12,2
393,393,9.69,2.87,23.86,1,0,0,3,3,1,0,1,2,6,2
394,394,7.99,13.76,16.63,1,0,0,4,2,1,0,10,4,11,0
395,395,5.34,4.71,9.05,0,0,0,6,2,1,0,5,10,6,2
396,396,9.5,7.81,20.18,0,0,0,6,6,1,0,4,10,11,0
397,397,4.2,5.05,10.85,0,0,0,6,4,1,0,5,5,6,2
398,398,2.71,6.37,2.49,1,0,0,6,0,1,0,5,10,6,0
399,399,10.8,6.67,15.14,1,1,0,6,1,1,2,5,5,6,0
400,400,14.48,11.39,18.39,0,1,1,6,2,1,0,5,10,11,0
401,401,14.37,5.57,31.01,1,0,0,2,1,1,0,5,11,6,0
402,402,1.62,5.22,2.93,0,0,0,6,1,1,0,2,3,11,0
403,403,0.61,3.93,0.94,1,0,0,6,0,1,0,1,7,4,2
404,404,12.1,16.25,17.06,1,0,1,2,2,2,0,6,10,11,3
405,405,4.88,4.44,7.35,0,0,0,6,5,1,0,5,10,11,2
406,406,7.04,5.69,12.39,0,0,0,2,0,1,0,11,10,11,0
407,407,2.57,5.47,4.39,0,0,0,6,5,1,0,9,10,11,3
408,408,3.72,5.22,5.98,0,1,0,2,1,1,0,5,7,6,2
409,409,7.03,8.71,13.3,1,1,1,6,5,3,1,10,3,11,0
410,410,4.3,5.44,7.11,0,0,0,6,0,1,4,1,6,1,2
411,411,5.26,5.13,14.36,0,0,0,2,3,1,0,11,2,12,0
412,412,8.15,11.26,10.06,1,0,1,6,0,1,0,5,11,6,0
413,413,10.29,10.79,31.25,1,0,0,6,0,1,0,5,10,11,0
414,414,9.5,10.63,11.89,1,0,0,6,6,1,2,10,10,11,2
415,415,7.42,4.78,12.07,1,1,1,5,1,1,0,8,6,11,2
416,416,7.63,4.4,12.21,1,1,0,5,1,1,0,2,10,9,2
417,417,8.37,5.09,15.5,0,0,0,6,0,1,0,9,10,11,2
418,418,8.83,9.01,12.44,1,0,0,6,0,1,2,5,5,6,0
419,419,12.17,6.31,22.9,0,0,0,5,6,1,0,11,5,8,0
420,420,6.39,8.08,10.01,1,0,1,6,0,7,0,1,5,12,0
421,421,6.82,6.04,14.21,1,0,0,6,5,1,0,11,11,12,0
422,422,10.8,8.08,20.68,0,0,0,6,6,1,0,4,10,11,0
423,423,2.76,6.56,3.43,1,0,0,0,1,1,0,11,5,6,1
424,424,4.7,4.78,6.08,1,0,0,6,6,1,0,0,10,11,0
425,425,1.44,5.08,2.6,1,0,0,6,4,1,1,5,4,6,2
426,426,6.43,6.43,5.53,0,0,1,6,0,3,0,5,5,11,3
427,427,7.89,6.88,11.22,1,0,0,2,6,1,0,11,11,11,0
428,428,7.51,4.59,14.39,1,0,0,2,6,1,0,11,11,12,0
429,429,5.24,5.22,6.7,0,0,0,6,1,1,0,8,8,11,2
430,430,6.32,6.02,6.57,0,0,1,6,6,6,0,5,10,6,0
431,431,1.28,3.49,1.37,1,0,0,6,1,1,0,5,5,6,2
432,432,5.64,5.73,7.33,1,0,0,6,6,1,0,7,10,11,0
433,433,6.14,3.54,6.6,1,0,0,5,1,1,2,11,11,7,2
434,434,8.87,16.87,19.26,1,0,0,0,6,1,0,10,7,11,0
435,435,5.35,6.01,9.62,0,0,0,2,6,1,3,0,10,6,0
436,436,1.12,2.77,2.5,1,0,1,0,5,1,1,11,3,6,2
437,437,2.8,4.75,16.06,1,0,0,3,3,1,0,2,2,3,2
438,438,8.35,7.49,15.79,0,1,0,6,6,1,0,11,11,11,0
439,439,4.15,5.51,11.15,1,1,0,1,6,1,0,10,8,11,2
440,440,10.49,10.75,27.5,1,0,0,6,0,1,0,5,10,11,0
441,441,4.12,5.41,30.76,1,0,1,3,3,1,5,10,2,11,0
442,442,2.12,6.94,2.5,1,0,1,4,0,0,4,5,3,12,0
443,443,3.49,6.15,4.53,1,0,0,0,5,1,0,5,3,11,2
444,444,2.72,6.01,2.83,0,0,0,0,0,1,0,5,4,11,2
445,445,6.43,3.32,8.79,0,0,0,6,1,1,1,10,7,11,2
446,446,5.83,8.91,10.55,1,0,1,6,0,7,0,1,11,1,0
447,447,0.67,5.08,1.05,1,0,0,2,1,1,1,6,6,12,2
448,448,3.66,7.76,3.65,1,0,0,6,6,1,3,10,7,6,0
449,449,4.92,5.44,28.18,1,0,1,3,3,1,5,10,2,11,0
450,450,1.0,3.57,1.61,1,0,0,6,0,1,0,10,10,1,0
451,451,3.31,5.46,3.53,1,0,1,6,0,6,2,11,10,12,2
452,452,2.88,6.23,2.65,0,0,0,0,4,1,0,5,5,11,2
453,453,7.29,3.63,7.78,0,0,0,5,1,1,0,10,10,11,0
454,454,5.88,6.63,8.92,1,0,0,1,4,1,0,11,5,11,0
455,455,8.59,4.68,12.62,0,0,1,6,2,3,7,5,7,11,2
456,456,11.03,7.56,17.31,0,1,0,6,4,1,0,5,11,12,2
457,457,11.77,12.43,33.25,1,0,0,6,0,1,0,5,10,11,2
458,458,4.54,6.7,4.17,0,0,0,2,6,1,0,5,3,11,0
459,459,10.1,4.72,18.37,0,0,1,2,1,1,0,0,0,11,0
460,460,5.22,6.55,6.52,1,0,0,6,2,1,4,1,3,4,0
461,461,1.93,6.34,3.3,0,0,0,5,0,1,3,5,7,6,0
462,462,6.97,6.04,9.11,1,0,0,6,5,1,0,5,3,6,3
463,463,6.87,3.45,11.33,0,0,0,6,0,1,0,3,10,11,2
464,464,3.53,6.31,7.29,0,0,0,5,3,1,0,11,2,7,0
465,465,13.7,9.15,29.69,1,1,0,6,4,1,0,5,1,12,2
466,466,1.45,5.92,1.73,0,0,0,6,0,1,1,11,10,12,0
467,467,9.88,10.02,30.81,1,0,0,6,0,1,0,5,10,11,0
468,468,13.98,11.75,17.91,0,1,1,2,2,6,4,5,3,11,2
469,469,11.35,8.22,32.21,1,1,0,6,4,1,0,5,1,10,0
470,470,7.9,6.25,9.9,0,0,0,2,5,1,1,5,10,11,2
471,471,6.48,6.38,23.19,0,0,0,2,5,1,0,10,10,11,2
472,472,5.4,7.48,6.62,0,0,0,6,0,1,0,6,11,6,1
473,473,4.0,5.18,10.28,0,0,0,6,4,1,0,5,5,12,0
474,474,10.47,7.84,19.56,1,0,0,2,5,1,0,11,11,10,0
475,475,8.55,10.73,24.82,0,1,0,6,4,1,0,2,3,11,0
476,476,8.12,6.62,13.64,0,0,0,6,0,1,0,2,10,11,2
477,477,3.71,4.64,2.73,0,0,0,0,6,1,1,10,10,12,2
478,478,2.78,2.99,15.71,1,0,0,3,3,1,0,2,2,3,2
479,479,15.91,15.6,33.31,0,0,0,4,4,1,0,6,5,11,2
480,480,9.27,7.1,18.6,1,0,0,2,5,1,0,9,11,12,0
481,481,2.69,9.44,2.69,1,0,1,4,0,0,4,5,5,12,2
482,482,19.03,4.73,35.04,1,0,0,6,4,1,0,1,11,6,0
483,483,9.21,18.64,11.48,0,0,1,4,2,0,0,10,7,11,0
484,484,11.3,6.57,26.32,0,0,0,6,0,1,0,5,10,11,0
485,485,3.02,3.95,2.74,1,0,0,6,5,1,1,5,7,6,2
486,486,3.9,6.44,6.01,0,0,0,6,0,1,0,6,11,6,3
487,487,10.29,6.2,15.84,1,1,0,2,1,1,2,8,5,6,2
488,488,7.26,5.91,9.26,0,0,0,2,5,1,3,5,10,6,2
489,489,1.76,2.06,2.68,1,0,0,6,1,1,2,5,5,6,0
490,490,3.24,6.42,3.55,1,0,0,6,6,1,3,5,7,8,0
491,491,0.71,4.3,1.04,1,0,0,6,0,1,0,1,5,4,2
492,492,7.22,6.44,12.5,0,0,0,6,0,1,1,2,10,11,0
493,493,6.82,14.32,7.54,1,0,0,6,6,1,0,5,10,6,0
494,494,9.04,8.83,15.91,0,0,0,6,0,1,0,2,10,3,0
495,495,7.17,4.72,9.96,0,0,0,0,5,1,0,2,10,3,2
496,496,4.29,8.52,6.12,1,0,1,0,2,1,1,5,4,11,3
497,497,8.74,7.22,27.16,0,0,0,2,5,1,4,10,10,11,1
498,498,3.77,2.82,5.19,1,0,0,5,1,1,0,11,6,7,2
499,499,22.32,16.4,88.24,0,0,0,6,4,1,0,5,10,6,0
500,500,6.81,6.28,10.81,0,0,0,2,5,1,0,5,10,11,2
501,501,1.78,3.32,2.48,1,0,0,2,0,1,1,3,10,11,2
502,502,8.2,8.49,15.71,0,0,0,4,0,1,1,2,10,11,0
503,503,6.15,7.45,13.62,1,0,1,6,2,5,0,5,10,11,0
504,504,0.97,2.87,1.36,1,0,0,6,0,1,0,10,10,6,2
505,505,2.34,5.19,2.08,1,0,0,0,0,1,0,2,3,3,2
506,506,2.9,4.53,4.1,1,0,0,0,6,1,0,5,3,11,0
507,507,9.23,8.3,27.53,0,0,1,6,5,0,0,1,10,6,3
508,508,8.31,7.46,13.14,1,0,1,4,2,5,0,5,10,11,0
509,509,12.11,8.6,21.79,0,0,0,2,5,1,0,4,9,0,0
510,510,9.32,7.23,20.12,0,0,0,6,6,1,0,4,10,11,0
511,511,3.17,4.38,6.14,1,0,0,6,5,1,0,1,1,1,0
512,512,1.51,4.39,1.41,1,0,0,0,0,1,2,5,5,6,0
513,513,1.42,5.36,2.54,0,0,0,6,5,1,1,2,4,11,2
514,514,3.49,5.33,6.17,1,0,0,0,0,1,1,8,11,9,2
515,515,2.51,4.3,2.46,1,0,0,2,0,1,1,4,10,11,2
516,516,0.79,4.65,0.92,1,0,0,2,1,1,1,6,6,12,2
517,517,3.25,3.97,2.73,1,0,0,6,5,1,1,5,7,6,0
518,518,3.21,4.9,6.02,1,0,0,6,6,1,0,1,1,1,0
519,519,8.06,6.08,18.71,0,1,0,5,1,1,0,6,6,11,0
520,520,1.62,1.47,2.3,1,0,0,6,1,1,2,5,5,6,0
521,521,1.48,4.67,1.45,0,0,0,1,0,1,3,5,3,3,0
522,522,6.4,5.09,8.21,1,0,0,6,5,1,0,5,5,6,0
523,523,4.24,5.51,11.26,0,0,0,6,4,1,0,6,5,6,0
524,524,8.11,7.4,13.91,1,1,1,6,0,3,0,10,5,11,0
525,525,8.98,7.39,20.14,0,0,0,2,5,1,0,2,9,0,0
526,526,12.67,2.26,16.68,0,0,0,2,1,1,0,10,10,11,3
527,527,7.38,6.8,17.35,1,0,0,5,6,1,0,11,11,12,0
528,528,3.89,4.67,4.91,1,0,0,6,2,1,0,1,1,1,0
529,529,3.82,4.37,10.96,0,0,0,6,4,1,0,6,5,1,0
530,530,3.85,5.17,6.53,1,0,0,6,6,1,0,7,10,11,2
531,531,10.4,8.94,15.68,0,1,1,4,2,6,4,5,3,11,2
532,532,5.88,4.96,7.99,0,0,0,5,1,1,3,5,10,11,2
533,533,7.6,5.11,10.34,0,0,0,6,2,1,0,5,7,6,0
534,534,4.84,5.02,12.53,0,0,0,5,0,1,0,11,10,11,0
535,535,7.29,5.83,10.48,1,0,0,6,1,1,0,2,11,6,3
536,536,4.55,6.54,3.7,0,0,0,0,0,1,0,5,3,6,1
537,537,6.15,11.86,14.03,1,0,1,0,2,7,1,5,3,11,3
538,538,16.35,16.24,80.81,0,0,0,4,4,1,0,5,10,6,0
539,539,17.14,4.83,32.29,1,0,0,6,4,1,0,6,11,6,3
540,540,2.12,3.84,2.45,1,0,0,6,0,1,1,3,7,11,2
541,541,4.77,3.17,5.79,1,0,1,5,4,1,0,11,5,6,2
542,542,3.25,3.98,2.73,1,0,0,2,5,1,1,10,7,6,0
543,543,4.07,7.47,6.89,0,0,1,6,6,1,0,10,10,11,2
544,544,4.41,0.0,0.0,1,0,1,3,3,1,0,2,2,2,1
545,545,1.27,3.41,4.82,1,0,0,2,3,1,0,11,2,12,2
546,546,6.08,6.93,6.66,1,1,0,5,1,1,0,1,10,6,2
547,547,1.92,7.66,2.45,1,0,0,1,6,1,1,5,5,12,0
548,548,10.05,10.39,11.2,1,0,0,6,6,1,2,10,10,11,2
549,549,3.49,5.13,3.33,1,0,0,2,6,1,3,5,11,6,2
550,550,4.38,0.0,0.0,1,0,0,3,1,1,0,10,10,2,2
551,551,1.69,5.58,2.69,1,0,0,6,2,1,1,5,5,6,0
552,552,2.93,5.19,5.08,1,0,0,0,0,1,0,11,8,9,2
553,553,5.63,6.58,8.65,0,0,0,5,1,1,3,5,10,11,2
554,554,6.48,5.06,7.1,1,0,0,6,5,1,0,5,5,6,3
555,555,7.44,4.65,12.12,1,1,0,5,1,1,0,2,3,3,0
556,556,6.31,6.54,12.57,0,0,0,6,4,1,0,5,11,6,0
557,557,8.45,6.95,11.9,1,0,0,2,6,1,0,11,11,11,2
558,558,6.9,6.18,8.56,0,0,0,2,5,1,1,5,10,6,2
559,559,6.79,5.23,11.29,1,0,0,6,1,1,3,2,10,6,3
560,560,8.99,7.44,17.96,0,0,0,6,6,1,0,11,10,11,0
561,561,7.4,14.08,16.9,1,0,0,0,6,1,0,5,4,11,0
562,562,4.31,5.42,13.19,1,0,0,6,5,1,0,11,11,12,0
563,563,4.92,6.76,7.46,1,0,0,1,1,1,0,11,5,11,0
564,564,4.82,6.21,4.83,1,0,0,2,6,1,0,1,5,12,2
565,565,6.97,5.31,6.86,1,0,0,6,5,1,0,5,5,6,3
566,566,1.45,4.7,1.36,0,0,0,1,0,1,3,5,10,3,2
567,567,5.66,4.93,10.28,0,0,0,0,5,1,0,3,10,3,2
568,568,1.87,5.19,2.23,1,0,0,0,0,1,0,2,3,6,2
569,569,5.17,4.28,19.09,0,0,0,1,3,1,0,5,2,6,1
570,570,2.81,6.17,6.68,0,0,0,5,3,1,0,11,2,12,0
571,571,4.17,2.98,4.28,1,0,1,2,4,1,0,11,5,6,2
572,572,6.12,4.46,12.86,1,1,0,5,1,1,0,8,3,6,0
573,573,11.78,6.9,17.16,1,0,0,6,5,1,0,11,7,6,2
574,574,0.78,4.03,1.01,1,0,0,6,0,1,0,1,7,4,0
575,575,4.16,6.1,3.65,1,0,1,6,0,6,2,5,10,6,2
576,576,9.48,7.3,20.42,0,0,0,5,5,1,3,9,9,0,0
577,577,8.74,4.74,14.26,1,1,0,5,1,1,0,8,3,3,2
578,578,8.09,8.91,15.92,1,1,1,6,4,3,0,10,3,11,0
579,579,8.34,5.91,9.12,0,0,0,6,2,1,0,5,7,11,3
580,580,12.12,10.28,17.38,0,1,1,2,2,6,4,10,3,11,2
581,581,12.46,6.96,18.21,1,1,0,6,1,1,0,8,5,6,2
582,582,6.71,5.37,9.76,0,0,0,6,2,1,0,5,10,6,2
583,583,7.69,6.86,16.39,1,0,0,6,6,1,0,5,11,12,0
584,584,2.71,8.07,3.22,0,0,0,5,1,1,2,5,7,6,0
585,585,18.08,6.29,33.77,1,1,0,5,1,1,0,10,10,11,3
586,586,11.3,6.38,29.15,1,1,0,6,1,1,0,10,5,11,3
587,587,6.17,6.4,22.46,0,0,0,3,3,1,0,5,2,6,1
588,588,2.32,7.13,2.6,1,0,0,2,4,1,1,5,5,12,2
589,589,9.98,5.1,19.98,0,0,1,2,1,1,0,0,0,11,0
590,590,10.78,11.35,34.58,1,0,0,6,0,1,0,5,10,11,2
591,591,18.04,13.98,57.27,0,0,0,6,4,1,0,5,11,6,0
592,592,8.08,11.19,14.41,1,0,1,6,2,5,0,8,10,11,2
593,593,6.15,9.57,12.44,1,0,1,4,1,7,0,5,4,11,2
594,594,4.99,5.93,7.87,0,0,0,6,1,1,3,8,8,11,0
595,595,6.4,7.46,7.36,1,0,1,6,0,7,0,11,4,6,2
596,596,4.6,11.26,6.81,1,0,1,0,1,1,1,5,4,11,2
597,597,7.89,13.59,13.24,1,0,1,0,2,3,0,10,10,11,0
598,598,1.33,5.21,1.93,0,0,0,6,0,1,0,5,10,12,0
599,599,3.62,3.21,6.33,0,0,0,2,1,1,4,10,10,11,0
600,600,9.1,10.37,30.8,1,0,0,6,4,1,0,5,10,6,2
601,601,3.42,5.77,3.62,1,0,1,6,0,6,1,11,10,12,2
602,602,7.94,12.61,16.48,1,0,0,4,6,1,0,5,4,11,0
603,603,1.62,6.68,2.27,0,0,0,6,0,1,0,11,10,12,2
604,604,4.83,9.37,6.65,1,0,1,0,2,1,1,5,4,11,0
605,605,3.73,5.39,5.9,0,0,0,2,0,1,0,5,4,11,2
606,606,0.97,2.83,1.47,1,0,0,6,0,1,3,10,10,6,2
607,607,3.25,4.33,8.53,1,0,0,5,0,1,0,9,10,11,2
608,608,6.27,6.55,14.48,0,0,0,2,0,1,0,11,10,11,2
609,609,8.05,5.93,11.84,0,0,0,6,4,1,2,5,11,6,2
610,610,4.65,6.21,7.58,1,0,0,1,5,1,0,11,8,11,0
611,611,2.04,5.62,3.06,0,0,0,5,1,1,3,5,7,6,0
612,612,1.69,5.23,1.7,0,0,0,1,0,1,0,5,10,3,0
613,613,1.16,3.3,5.82,1,0,0,5,3,1,0,11,2,12,0
614,614,10.57,8.15,33.37,0,0,0,2,5,1,0,10,10,11,1
615,615,4.69,5.09,19.73,0,0,0,3,3,1,0,5,2,6,1
616,616,5.09,0.0,0.0,1,0,1,3,3,1,0,11,2,2,1
617,617,5.15,4.99,8.3,0,0,0,2,5,1,0,2,10,11,0
618,618,7.65,3.86,25.49,1,0,0,3,3,1,0,5,2,6,2
619,619,8.49,7.65,17.77,0,1,1,6,4,5,0,5,5,6,0
620,620,6.06,4.53,15.1,1,1,0,6,5,1,0,2,8,6,2
621,621,3.5,8.2,4.06,1,0,0,2,6,1,0,5,7,8,2
622,622,1.45,4.69,1.53,1,0,0,0,0,1,2,5,5,6,1
623,623,4.56,6.05,3.71,1,0,1,6,0,6,0,11,10,6,2
624,624,9.96,6.44,16.52,0,1,0,5,1,1,0,10,6,11,2
625,625,2.65,6.21,3.53,1,0,0,6,6,1,0,5,7,6,0
626,626,4.27,6.25,8.71,1,0,0,6,0,1,1,11,11,7,0
627,627,11.12,5.2,24.22,0,1,0,5,1,1,0,10,7,11,0
628,628,8.32,4.23,15.48,0,0,1,2,4,1,0,0,0,11,0
629,629,14.9,10.04,25.64,0,0,0,2,0,1,3,2,10,11,3
630,630,0.76,4.98,0.95,1,0,0,2,1,1,1,6,6,7,0
631,631,3.67,4.99,3.46,1,0,1,6,0,6,2,11,10,6,2
632,632,7.35,7.18,11.31,1,0,0,2,6,1,0,8,5,11,0
633,633,4.04,3.87,17.81,0,0,0,3,3,1,0,2,2,6,1
634,634,4.78,6.99,8.25,0,0,0,6,0,1,3,8,8,5,2
635,635,3.57,3.6,5.34,0,0,0,6,1,1,1,10,10,11,3
636,636,9.12,9.68,26.18,1,0,0,6,0,1,0,5,10,11,2
637,637,7.3,12.56,12.35,1,0,1,0,2,3,0,10,10,11,0
638,638,6.25,5.04,16.32,1,0,0,6,6,1,0,11,11,12,0
639,639,5.64,7.38,6.5,0,0,0,2,0,1,0,5,10,7,3
640,640,5.8,6.09,6.12,1,1,0,5,1,1,0,1,0,1,0
641,641,3.03,3.76,3.4,1,0,1,0,2,0,4,7,5,11,0
642,642,6.78,8.71,19.8,1,1,0,6,6,1,0,5,9,6,0
643,643,7.05,7.59,12.33,1,1,1,6,6,3,0,10,7,11,0
644,644,11.68,24.28,12.61,0,0,1,2,2,0,1,10,7,11,0
645,645,1.25,2.47,5.55,1,0,0,5,3,1,0,11,2,12,2
646,646,6.66,3.36,6.65,1,0,0,5,1,1,2,11,6,12,2
647,647,3.55,5.08,10.51,0,0,0,6,4,1,0,5,1,6,0
648,648,3.64,4.8,9.84,0,0,0,6,0,1,0,11,11,11,0
649,649,7.21,7.42,13.25,1,1,0,1,6,1,1,10,11,11,1
650,650,9.3,8.16,14.98,0,0,1,6,4,1,0,11,11,12,2
651,651,13.68,27.46,17.92,0,0,1,4,2,4,4,10,10,6,2
652,652,3.34,5.06,6.14,1,0,0,2,0,1,1,11,11,12,2
653,653,1.9,4.66,2.32,1,0,1,4,0,0,4,5,5,12,1
654,654,3.71,4.68,6.94,1,0,0,2,0,1,0,9,10,12,2
655,655,7.19,7.24,17.2,1,0,1,6,2,5,0,5,10,11,0
656,656,1.97,3.12,2.28,1,0,0,2,0,1,1,4,10,11,0
657,657,0.89,4.75,0.95,1,0,0,2,1,1,1,6,6,12,2
658,658,17.38,17.53,18.3,1,0,1,2,2,2,0,6,10,11,2
659,659,3.34,7.51,3.83,1,0,0,6,6,1,0,5,7,8,2
660,660,2.68,2.87,13.38,1,0,0,3,3,1,0,3,2,6,2
661,661,1.97,5.13,1.94,1,0,0,0,0,1,0,2,3,3,0
662,662,5.72,5.82,10.65,1,0,0,6,1,1,3,5,10,6,3
663,663,4.17,6.03,7.86,1,0,1,0,5,0,1,8,5,6,0
664,664,7.86,6.56,17.68,1,0,0,6,6,1,0,1,10,11,0
665,665,7.08,9.3,11.25,1,0,0,2,6,1,0,5,10,11,2
666,666,0.75,5.36,1.0,0,1,0,2,0,1,2,5,7,6,0
667,667,12.61,11.06,15.56,1,0,1,2,2,0,0,2,10,11,2
668,668,5.36,4.12,11.73,0,0,1,2,2,6,7,5,7,11,0
669,669,1.8,5.1,1.93,1,0,0,0,0,1,0,2,3,3,2
670,670,8.95,8.0,19.09,0,0,0,6,6,1,0,4,10,11,2
671,671,12.39,10.29,23.11,0,1,0,6,4,1,0,5,11,6,0
672,672,12.35,8.23,24.95,0,0,0,2,6,1,0,5,5,8,2
673,673,5.9,4.82,21.73,0,0,0,1,3,1,0,5,2,6,1
674,674,6.1,6.19,14.46,0,0,1,6,2,2,0,10,10,12,0
675,675,6.58,9.82,22.77,0,1,0,6,4,1,0,5,3,11,0
676,676,2.37,5.46,3.5,0,0,0,2,1,1,2,5,7,6,2
677,677,3.27,7.69,4.11,1,0,0,2,6,1,3,5,7,8,0
678,678,5.96,7.75,12.79,1,1,0,1,6,1,0,10,7,11,1
679,679,5.55,6.81,8.41,1,0,0,6,0,1,1,11,11,7,2
680,680,6.95,7.15,7.67,1,0,1,6,0,7,0,5,5,6,0
681,681,8.74,4.52,21.79,0,0,0,3,5,1,0,5,10,6,0
682,682,2.1,4.62,1.94,1,0,0,0,0,1,0,2,3,3,0
683,683,1.31,4.92,2.5,1,0,0,6,0,1,1,5,5,6,0
684,684,14.89,18.57,17.73,1,0,1,2,2,2,0,6,10,11,0
685,685,5.62,4.95,6.43,1,0,1,0,1,1,0,5,11,6,2
686,686,6.4,12.38,13.23,0,0,0,1,2,1,0,5,10,11,0
687,687,1.75,5.11,2.72,1,0,0,6,6,1,1,5,4,6,2
688,688,2.56,7.52,3.57,0,0,0,2,0,1,3,5,7,6,2
689,689,8.13,6.32,11.45,0,0,0,2,5,1,1,5,10,11,0
690,690,2.88,3.83,5.32,0,0,0,6,0,1,4,6,6,7,2
691,691,8.98,8.78,17.21,0,1,1,6,2,3,3,5,7,11,0
692,692,4.16,5.17,11.2,0,0,0,6,4,1,0,5,5,6,2
693,693,0.83,3.58,2.4,1,0,1,0,5,1,1,11,3,6,0
694,694,2.3,7.09,2.42,1,0,0,6,0,1,0,1,7,6,0
695,695,5.86,6.21,3.99,0,0,1,6,0,3,0,5,5,3,3
696,696,5.05,8.88,8.7,1,0,1,6,5,7,0,11,8,12,3
697,697,10.98,7.09,26.49,0,0,1,2,0,0,0,1,10,6,3
698,698,8.37,9.47,15.36,0,0,1,2,0,1,0,1,10,6,3
699,699,2.71,4.86,5.42,1,0,0,2,0,1,0,11,8,12,0
700,700,6.7,4.55,9.76,0,0,0,6,2,1,0,5,7,6,2
701,701,7.35,7.71,19.18,0,0,0,6,6,1,0,7,10,11,2
702,702,7.4,7.95,19.78,0,0,0,2,6,1,0,7,10,11,2
703,703,13.27,5.63,35.09,1,0,0,5,1,1,0,5,11,6,2
704,704,0.81,5.21,1.09,1,0,0,6,1,1,1,6,6,7,2
705,705,12.0,7.23,18.69,1,1,0,6,1,1,2,5,5,6,0
706,706,13.53,5.14,26.78,1,1,0,2,1,1,1,8,10,9,2
707,707,4.95,4.88,5.98,1,0,1,0,1,1,0,5,5,12,2
708,708,9.4,8.5,18.35,0,1,1,6,4,5,0,5,11,6,2
709,709,5.61,3.44,11.26,1,0,0,6,0,1,0,1,8,12,0
710,710,7.15,14.46,7.74,1,0,0,2,6,1,0,5,10,6,2
711,711,5.86,5.08,14.88,0,0,0,2,3,1,0,11,2,12,2
712,712,9.84,7.45,23.58,0,0,0,6,6,1,0,11,10,11,0
713,713,22.4,19.13,80.57,0,0,0,6,4,1,0,5,11,6,2
714,714,4.16,7.99,3.86,1,0,0,6,6,1,3,5,7,8,0
715,715,12.66,16.49,25.73,1,0,1,6,0,6,0,11,11,12,0
716,716,6.18,5.61,10.38,0,0,0,6,2,1,0,5,10,6,2
717,717,3.76,6.09,5.25,0,0,0,2,0,1,0,6,10,6,1
718,718,4.26,4.92,6.37,0,1,0,5,1,1,0,5,7,3,2
719,719,9.6,11.25,16.56,1,0,1,2,0,5,0,8,10,11,0
720,720,4.34,5.61,6.92,1,0,0,6,0,1,1,11,11,7,2
721,721,5.24,6.99,5.94,1,0,0,6,2,1,1,6,11,4,0
722,722,1.54,7.16,2.43,1,0,1,4,0,0,4,5,3,12,0
723,723,1.5,5.26,1.2,0,0,0,6,0,1,1,11,10,12,2
724,724,6.99,4.43,11.75,1,1,0,5,1,1,0,5,3,6,0
725,725,44.12,6.0,34.46,0,0,0,3,4,1,0,11,11,4,2
726,726,4.31,4.37,3.13,1,0,0,2,5,1,1,5,7,6,2
